Nama Pengulas,Ulasan,Rating
Teresa S.,"Maaf, kopinya rasanya sangat tidak enak, bahkan biji kopi Juwara pun (hari ini saya memilih biji kopi biasa & saya tahu saya akan menyesalinya tetapi tetap saya pilih—sebenarnya itu kesalahan saya). Untuk merek ""boulangerie"" mereka, sebaiknya Anda memilih pilihan lain di Kokas jika Anda tidak sedang terburu-buru. Lainnya",1 bintang
Radityo Agung Prabowo,"Ini adalah salah satu tempat favorit untuk bertemu di Kokas. Kita sudah tahu rasa Kopi Kenangan.
Mereka menyediakan meja untuk kita nongkrong dan bahkan mengerjakan pekerjaan di … Lainnya",4 bintang
Mohit Rohilla,"Makanan - camilan dan roti yang lezat. Terutama kue kering mereka.

Kopi - biji kopi Juawara benar-benar enak. … Lainnya",5 bintang
Jay,"Harganya lebih dari sekadar harga.

Ada banyak sofa, dan saya melihat banyak orang belajar atau bekerja di sana. … Lainnya",5 bintang
T S,"Saya sudah beberapa kali memesan latte panas di sini, tapi hari ini latte saya terlalu panas dan lidah saya terasa terbakar. Saya sudah minta diganti, tapi Aisah bilang suhu ini sudah biasa dia buat. Saya sangat kecewa, kami sudah berdebat … Lainnya",3 bintang
Sylvia Margaretha,"Saya sudah beberapa kali mengunjungi kedai kopi ini, dan saya perhatikan bahwa ketika kasir wanita melayani pelanggan, dia cenderung kurang ramah. Namun, suasana tempatnya sangat nyaman, dan kopinya selalu seimbang dan lezat. Lainnya",3 bintang
Himawan Sentosa,"Rasa
Secara keseluruhan, menurut saya kopi mereka enak dan yang membuat mereka istimewa bagi saya adalah mereka menggunakan ""Gula Aren"" yang menambahkan aroma dan … Lainnya",4 bintang
Oscar Rodrigo,Tempatnya lumayan. Tempatnya mudah ramai dan distribusi ruangnya kurang efisien. Harganya terjangkau dan rasa minumannya juga lumayan. Wi-Fi-nya lambat.,3 bintang
Geoffrey Kelly,"Dipesan lewat Gojeck, saat pemesanan tertulis 27 menit, setelah pembelian 55 menit dan kami tinggal 7 menit dari Kokas.. Jangan percaya Kopi Kenganan Kokas - ini kedua kalinya. Bagaimana mungkin kopi membutuhkan waktu 55 menit untuk dibuat… … Lainnya",1 bintang
Ida Hariani,"Kopi dan teh abu-abu melati adalah favorit saya, harganya sangat terjangkau, tempat ini juga menjual tumbler dengan desain lucu dan beberapa promo menarik. Lainnya",5 bintang
Tirta Yansen,"Terletak di lantai dasar mal, Anda tidak akan menemukan tempat untuk bersantai di sini selama akhir pekan, area tempat duduk akan penuh sesak dengan orang.
Rasa kopinya seenak kopi kenangan lainnya, yang sangat saya sukai dari kedai kopi ini. Lainnya",4 bintang
Jacqueline Pangestiningtyas,"Seperti biasa Kopen, tempat ini bisa menjadi tempat yang bagus untuk Anda mengadakan pertemuan dengan klien, mengerjakan tugas kampus, atau bekerja dari mana saja 😉 … Lainnya",5 bintang
Dewi Natalia,"Kopinya enak! Anda bisa meminta kasir untuk mengurangi atau menambah gula dalam kopi Anda. Harganya terjangkau. Lebih murah daripada kedai kopi terkenal di kota ini. Oh, dan menunya unik.",5 bintang
Radhit Tasya,"Restoran niche yang benar-benar aneh... Pelanggan disuruh berdiri selama setengah jam hanya untuk bertransaksi di kasir... Pelayanannya sangat lambat... Gratis, banyak kru yang terlibat👎👎 …",1 bintang
Odi Hutajulu,Keunikan kopi dilihat dari definisi kata-kata dalam menu. Dan harga yang terjangkau untuk secangkir kopi yang enak.,5 bintang
Radja Sitanggang,"Rasa dan pelayanannya luar biasa, harganya sedang, dan nama menunya unik.",5 bintang
Eric Bachtiar,Toko Kopi Kenangan yang bagus.. sangat besar dan selalu penuh dengan pelanggan dan pelayanannya cepat.. 👍 … Lainnya,5 bintang
Andree Pranoto Putra,"Wifi bagus, kopi enak, tempat yang nyaman untuk bekerja/belajar dari kafe.
Jenis pesanan…
Lainnya",5 bintang
gatot irfan,"Kopinya enak dan mudah dibeli.
Jenis pesanan
Makan di tempat…
Lainnya",5 bintang
Reynaldo Abisika,Sangat menyukai kopi susu (Kopi Kenangan Mantan) dan harganya murah,5 bintang
Sarah Lasroma,Aku sangat suka rasa kopi kenangan mantan. Aku membelinya setiap hari di Kokas 😍 …,5 bintang
Sonta Sirait,Anda bisa mendapatkan semuanya di sini. Ada banyak variasi makanan dari Nusantara seperti roembulan (tidak disarankan) hingga makanan Asia dan Barat. Ada banyak pilihan kopi yang akan memuaskan selera Anda. … Lainnya,4 bintang
Bayu Suroso,Cocok untuk minum kopi dan menikmati obrolan dengan teman. Beberapa orang bisa membawa laptop dan bekerja di sana. Lainnya,5 bintang
mohdtopic,"Kopi 1 juta orang dengan biji kopi arabika sebagai dasar espresso,
menu baru mereka yang disebut seri ringan memiliki rasa kopi yang sedikit ringan namun tetap seimbang, … Lainnya",5 bintang
Kristanto Nugraha (MelloHello),"Kopi Kenangan seperti yang kita kenal, tapi dalam suasana yang tenang. Cukup kecil namun memberikan ruang ter secluded untuk bersantai. Meskipun pada jam sibuk Anda hanya akan menemukan satu kursi untuk berbagi. Lainnya",4 bintang
Muhammad Wildan,"Dengan menggunakan aplikasi diskon dana 50% maksimal 25 IDR, menu yang direkomendasikan adalah pandan latte dan kopi kenangan mantan. Salah satu kedai kopi kelas menengah terkemuka. Harga oke, rasa enak. Wajib coba. Areanya kecil tapi tidak … Lainnya",5 bintang
Anni Okvita,"Suasananya berbeda dari kedai kopi Kopken lainnya.
Jenis pesanan
Makan d…
Lainnya",5 bintang
A K (Ash K),"Area tempat duduk yang sangat nyaman dengan pelayan yang sangat ramah.

Meskipun sudah akan tutup, kami tidak diminta untuk bergegas... Lainnya",5 bintang
Millennial Cat Mom,"Rasanya enak dengan harga terjangkau. Menunya beragam, ada yang kopi dan ada juga yang bukan kopi. Favorit saya adalah Kopi Kenangan Mantan dan Es Milo Dinosaurus. Lainnya",5 bintang
Diaz Athalah,"Tolong bantu aku kehilangan akal sehatku.
Jenis pesanan
Makan di tempat…
Lainnya",5 bintang
erwindo setyadi,"Rasa Americano terlalu banyak air. Mohon ditinjau kembali.
Makanan: 5…
Lainnya",5 bintang
Brotoqtoyy,"Tawaran bagus untuk sarapan 🥞 …
Jenis pesanan
Makan di tempat…
Lainnya",5 bintang
Nvsh,"Kopi enak dengan harga terjangkau untuk Anda yang tak bisa berhenti minum kopi. Bersiaplah untuk mengantre karena selalu ramai, terutama pukul 12-2 siang dan 3-5 sore.",5 bintang
Jay Jang,"Kopi dengan harga terjangkau~ Saya sangat menyukainya.
Makanan: 3…
Lainnya",3 bintang
Little Star,Saya suka tempat yang hangat dan nyaman ini,5 bintang
Andrean Okta,Ruang yang bagus untuk bekerja!!,5 bintang
Rangga Sinatriya,Kopi enak dengan harga terjangkau.,5 bintang
Tika tika,Rasa yang enak dengan harga yang wajar.,4 bintang
In My Cupz,"Disarankan untuk sedikit mengistirahatkan kaki Anda setelah berjalan-jalan di mal ini.
Jenis pesanan…
Lainnya",5 bintang
Aldilas Achmad Nursetyo,"Nyaman untuk WFC (Work from Cafe)
Makanan: 5…
Lainnya",5 bintang
Ghozy Naim,"tempat ngopi yang enak, es kenangan mantan tetep yang terbaik buat saya!",5 bintang
rumi al-afghani,"Antriannya memang panjang sekali, tapi kopinya lebih enak daripada Starbucks 😀 …",4 bintang
Riii,"cukup ramai dan selalu penuh
Jenis pesanan
Makan di tempat…
Lainnya",4 bintang
Anth Shu,Tidak buruk,4 bintang
Hermawan Pramudya,"Suka kopi gula aren
Makanan: 5
Layanan:…
Lainnya",5 bintang
Eric Rumengan,Salah satu kedai kopi favorit saya di Kota Kasablanka Mall,5 bintang
Imam Iskandar,,5 bintang
Satya Rahadhian,Kenangan panas dengan sedikit gula adalah yang terbaik.,4 bintang
Kartini Muhammad,,5 bintang
Anita Alganisa,,5 bintang
tri indah,,5 bintang
Budi Raharjo,Kopi dengan harga bagus tapi rasa yang enak.,4 bintang
Haris Wahyudi,,5 bintang
Gilbert Emmanuel,"Pelayanan yang baik
Jenis pesanan
Bawa pulang…
Lainnya",5 bintang
Irwan Soenanta,"Tempat yang luar biasa untuk bertemu atau bekerja.
Jenis pesanan
Makan d…
Lainnya",5 bintang
Komang Setiabudi SH,"Kopi dan rotinya enak sekali.
Jenis makanan
Makan siang…
Lainnya",5 bintang
Steve Welly,"Americano wajib dicoba.
Jenis pesanan
Makan di tempat…
Lainnya",5 bintang
Ilham Alfian,Tempat yang bagus dengan harga yang wajar.,5 bintang
Gary Axel,keracunan beli setiap hari,5 bintang
Riesca Risnendar,Saya tidak minum kopi.,1 bintang
Agoy 5758,,4 bintang
adju Dira,,5 bintang
Yuniarti Widya ningsih,,5 bintang
Ekky maulana,,5 bintang
Adiska Tania,,5 bintang
Uul Abbey,,5 bintang
heny khoirunnisa,,5 bintang
Umar Ridwan,,5 bintang
Eliata Suliman,"Bagus
Jenis pesanan
Bawa pulang…
Lainnya",5 bintang
Nadia Dwinta,,5 bintang
adnan ruzi,"Ini tidak buruk
Makanan: 4
Layanan:…
Lainnya",4 bintang
Irfan Nurhanif,"Favorit semua orang
Jenis pesanan
Bawa pulang…
Lainnya",5 bintang
Hari Hartono,"Janji temu, kuliner, alasan",5 bintang
faisal muhammad,Lezat,5 bintang
wita s,Ini tempat yang bagus,5 bintang
Bella Hasibuan,,5 bintang
Ghalihaji Hadipranata,Bagus,5 bintang
Tri Purwanto,Mohon tambah tempat duduk.,4 bintang
Antoine Kusnadi,,4 bintang
aldo tnb,,5 bintang
Mutia Anggraini,,5 bintang
Derisman Silalahi,,5 bintang
Gustina Melliani,,5 bintang
Hafiz Elfia Wedo Putra,,5 bintang
citra hayu,,4 bintang
juniantes sinaga,,5 bintang
Raymond sitorus,,5 bintang
Jusuf Bahtiar,,5 bintang
Adryan Satria,,5 bintang
Wahyu Eri Gunadi,,5 bintang
Yosafat Manullang,,5 bintang
Krisna Alexander,,4 bintang
Dessy Fidyaningtyas,,5 bintang
isman,,4 bintang
Benedict Napitupulu,,4 bintang
Ziza Salam,Kopi lokal yang enak,5 bintang
gaz __07,,4 bintang
Rivalent Farel Langkun,,5 bintang
Yanti Herni,,4 bintang
Novicaresa Maulida,,5 bintang
Rinaldi Dewantara,,5 bintang
Astri Suryati,,5 bintang
Melissa Fu,,5 bintang
Jezabel “Abel”,,5 bintang
Franky Alexander,,5 bintang
Derry Darmawan Damanik,,5 bintang
Nugraha Djajasukanta,,5 bintang
Khalasnikov 24,,5 bintang
Rachel Sianipar,,5 bintang
Dwi Satria,,5 bintang
Wahid Kurniawan,,5 bintang
AFL Networks,,5 bintang
Sanlaruska Fathernas,,5 bintang
Mustang Exparta,,3 bintang
pranawa santosa,,5 bintang
Aden Berkkaan,,1 bintang
Krisna E,"kopi enak di kota
Jenis pesanan
Makan di tempat…
Lainnya",5 bintang
Ody Purba Sidadolog,,5 bintang
Dewi Sartika,,5 bintang
Rini Anggraini,,5 bintang
Irfan Muhammad,,5 bintang
chandra dinata,,5 bintang
Yuyz Azizah,,5 bintang
Becax 76,,5 bintang
Ika Puspita Sari,,5 bintang
myrully,,5 bintang
Derry Ernanda,,5 bintang
Maharani Ahdha,,4 bintang
Acil Tengil,,5 bintang
Silviana,,5 bintang
vea avend,,5 bintang
Lourine Jennifer,,5 bintang
Charel Alle,,5 bintang
FM2N N70,Kopi yang enak,5 bintang
Michael Sentoso,Bagus!,4 bintang
Sri Prawesti Koeswardani,"Suasananya terlalu ramai.
Jenis pesanan
Makan di tempat…
Lainnya",5 bintang
Arif Hidayat,,5 bintang
Erna maharani,,5 bintang
Jenatan Sianipar,,5 bintang
cynthia mayasari,,3 bintang
S J B,,4 bintang
Monang Nainggolan,,5 bintang
Vin'c Channel,,5 bintang
Bintang Simbolon,,5 bintang
Piping 15,,4 bintang
Rindy Ismarlina,,5 bintang
et,,5 bintang
Theodora Kenny,,5 bintang
T Trywidiarini,,5 bintang
mir dudut,,5 bintang
Panca Riestyana,,5 bintang
Arwan Widhianto,,4 bintang
Abi Hurairoh,,5 bintang
Indra Trigno,,5 bintang
William Jun,,1 bintang
Nindyo Kusumaning Hapsari,,5 bintang
Musdalipah Putri,,5 bintang
Muharrik Fathuddin,,4 bintang
TRW -,,5 bintang
Muvianti,,5 bintang
melisa amelia,,5 bintang
Rizkya TV,,3 bintang
"Fikri Ikram Aristya, SH, MH",,5 bintang
Sudi Anto,,5 bintang
Arga Marihot,,5 bintang
Uty Indriani,,5 bintang
Andika Ahmad Haryono,,5 bintang
Kuswanto Lim,,5 bintang
Faizal Azhari,,4 bintang
Grace Diana,,5 bintang
ARL,,5 bintang
christ yonk,,5 bintang
mariana,,5 bintang
Linda,,5 bintang
jm adji,,5 bintang
Anggie Setiawan,,5 bintang
Mella Anisa,,5 bintang
Tatan Sutandi,,5 bintang
Cindy Anggraeni,,5 bintang
Abdi Sultan Habibi,,5 bintang
Octavian,,4 bintang
Abirachman Dafu,,4 bintang
hartantobajol,,5 bintang
Toto,,4 bintang
Eka Puspita Sari,,5 bintang
Andiyani Achmad,,4 bintang
just me nrh -,,5 bintang
Tito Prahasto,,5 bintang
Adisti Yulianti,,5 bintang
Hendry Yudianto,,5 bintang
HaneenXBara,,5 bintang
Deni Deni,,5 bintang
Deyu Chairullah,,5 bintang
Nurul Mahfudloh,,4 bintang
Bagus Haryo Danu,,4 bintang
Aditya Dharmawan,,5 bintang
Yonathan H.,,5 bintang
Yogi Rismawan,,5 bintang
Fik VIK,,5 bintang
Jessica Sumual,,5 bintang
Novita Harira,,3 bintang
maya sholikhah,,5 bintang
chrestella stella,,5 bintang
Nanda Suryo,,5 bintang
Samuel Herman,,5 bintang
Rafka Destyagraha,,5 bintang
Etie Callysta,,5 bintang
Kevin Praditya,,4 bintang
Adi Kuncoro,,4 bintang
Mayu Wulandari,,5 bintang
Mike Sonia,,5 bintang
fanny alam sandy,,5 bintang
Ikhsania S,,5 bintang
Dona P,,5 bintang
Lusiantari Ramadhania,,5 bintang
Dini Sakinadewi,,5 bintang
Susilo Dwi Hatmanto,,5 bintang
Diar Sobarli,,5 bintang
Zara Aniza,,5 bintang
Randy Adi,,4 bintang
abdul Kingdom,,5 bintang
Savira Nur Artamevia,,5 bintang
Kopral Jono,,5 bintang
Maida Farkhanah,,5 bintang
rachmat melur,,3 bintang
Ponco Sugiarto (Panca),,5 bintang
Dita Djiauw,,5 bintang
Risa Andani,,5 bintang
Mochamad Farizd Nurjaman,,5 bintang
Raju kushwaha,,5 bintang
Epaul,,4 bintang
resti umaya,,5 bintang
Agus Tiawan,,5 bintang
salsajssr,,5 bintang
Almeera Wati,,5 bintang
rusni Jais,,5 bintang
Has,,5 bintang
Dhita Oktaviani,,5 bintang
Dinda Arya Ramadhani,,5 bintang
Daniel TC168,,4 bintang
Ferdian Syah,,3 bintang
Agor!!!,,5 bintang
HELLO FAHAD !,,5 bintang
Rio Hadinata,,5 bintang
Farhan Shahlira,,5 bintang
Gandabhaskara Saputra,,5 bintang
cahyaning adhi,,4 bintang
Lia Sirait,,4 bintang
Salwadia Zahrah,,5 bintang
Chris Gregorius,,3 bintang
John Kyu,,1 bintang
Jefri Timpal,,5 bintang
Konoha Sasuke,,5 bintang
Adhatia Elisa Usman,,5 bintang
BabaSya,,4 bintang
David Virgo,,4 bintang
juw,,5 bintang
Ezra Faried,,5 bintang
Gusthiani N,,5 bintang
tiarma pane,,4 bintang
RENATO Sitorus,,5 bintang
Alfin S,,4 bintang
Liza Octavia,,5 bintang
Joena MS,,5 bintang
Chris Grego,,4 bintang
Thareq Yusuf,,5 bintang
Kontak Yanti,,5 bintang
claudio dennis adrian,,5 bintang
Ricard Sitohang,,5 bintang
Roby Yanto (Roby),,5 bintang
ernest fermi,,3 bintang
Beti,,5 bintang
hestia amalthea,,5 bintang
Rozact “Ozact”,,5 bintang
Diny Kulsumiawaty,,5 bintang
Stevan Theodore,,5 bintang
Fikri Haidar,,5 bintang
Aldhie Dronnaldhie,,4 bintang
Kezia Antonius,,5 bintang
Hiacinta Arini,,4 bintang
